Mouse,UniqueID,CellNum,Date,BoxSize,Tetrode,Cluster,SessionType,Session_s_,Avg_RateWholeSession,GridnessCentreRemoved,RadiusCentreField,SpatialInformationRate_bits_sec_,SpatialCoherenceUnsmooth,SpatialStability_HalfAndHalf_,MeanVectorLengthForHeadDirection,Coverage___,BorderScore,GridPeakDistance1,GridPeakDistance2,GridPeakDistance3,GridPeakDistance4,GridPeakDistance5,GridPeakDistance6
Winehouse,Winehouse39,39,11/17/2015,62,1,3,normal,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Winehouse,Winehouse30,30,11/17/2015,62,1,6,normal,Z:\Users\MCampbell\Analysis\Winehouse\OF\databaseFiles\Winehouse\OF\1117_smallbox_5+_4+_3+_2+_1,0.404,0.1546,10.742,0.192,0.615,0.503,0.188,96,-0.009,24.79,24.79,41.24,41.24,50.07,50.07
Winehouse,Winehouse40,40,11/17/2015,62,1,7,normal,Z:\Users\MCampbell\Analysis\Winehouse\OF\databaseFiles\Winehouse\OF\1117_smallbox_5+_4+_3+_2+_1,2.344,0.5613,12.508,0.742,0.723,0.666,0.116,96,0.316,36.54,36.54,37.01,37.01,40.45,40.45
Winehouse,Winehouse38,38,11/17/2015,62,2,1,normal,Z:\Users\MCampbell\Analysis\Winehouse\OF\databaseFiles\Winehouse\OF\1117_smallbox_5+_4+_3+_2+_1,4.463,-0.194,11.883,1.976,0.982,0.694,0.147,96,-0.073,26.07,26.07,32.17,32.17,38.69,38.69
Winehouse,Winehouse32,32,11/17/2015,62,2,5,normal,Z:\Users\MCampbell\Analysis\Winehouse\OF\databaseFiles\Winehouse\OF\1117_smallbox_5+_4+_3+_2+_1,2.543,-0.1369,12.764,1.468,0.999,0.591,0.209,96,-0.35,31.95,31.95,42.16,42.16,49.26,49.26
Winehouse,Winehouse33,33,11/17/2015,62,2,6,normal,Z:\Users\MCampbell\Analysis\Winehouse\OF\databaseFiles\Winehouse\OF\1117_smallbox_5+_4+_3+_2+_1,1.659,-0.606,12.378,1.063,0.828,0.396,0.026,96,-0.394,32.59,32.59,39.77,39.77,51.12,51.12
Winehouse,Winehouse35,35,11/17/2015,62,2,8,normal,Z:\Users\MCampbell\Analysis\Winehouse\OF\databaseFiles\Winehouse\OF\1117_smallbox_5+_4+_3+_2+_1,1.995,-0.0516,10.742,0.848,0.816,0.67,0.121,96,-1,27.28,27.28,36.75,36.75,39.18,39.18
Winehouse,Winehouse36,36,11/17/2015,62,2,9,normal,Z:\Users\MCampbell\Analysis\Winehouse\OF\databaseFiles\Winehouse\OF\1117_smallbox_5+_4+_3+_2+_1,1.244,-0.357,13.519,0.152,0.526,0.327,0.085,96,0.472,27.59,27.59,41.92,41.92,48.72,48.72
Winehouse,Winehouse37,37,11/19/2015,91.4,1,2,normal,Z:\Users\MCampbell\Analysis\Winehouse\OF\databaseFiles\Winehouse\OF\1119_5+_4+_3,1.13,-0.1834,10.742,0.414,0.47,0.439,0.151,93.69,0.054,20.17,20.17,30.89,30.89,39.66,39.66
Winehouse,Winehouse41,41,11/19/2015,91.4,2,1,normal,Z:\Users\MCampbell\Analysis\Winehouse\OF\databaseFiles\Winehouse\OF\1119_5+_4+_3,1.315,-0.1018,10.742,0.73,0.368,0.29,0.141,93.69,-0.105,29.98,29.98,32.89,32.89,36.17,36.17
Winehouse,Winehouse43,43,11/19/2015,91.4,2,3,normal,Z:\Users\MCampbell\Analysis\Winehouse\OF\databaseFiles\Winehouse\OF\1119_5+_4+_3,1.715,0.3392,10.742,0.188,0.182,0.224,0.115,93.69,0.501,21.14,21.14,23.41,23.41,31.87,31.87
Winehouse,Winehouse46,46,11/19/2015,91.4,2,5,normal,Z:\Users\MCampbell\Analysis\Winehouse\OF\databaseFiles\Winehouse\OF\1119_5+_4+_3,1.123,0.3804,10.742,0.832,0.586,0.364,0.202,93.69,-1,40.83,40.83,47.17,47.17,49.56,49.56
Winehouse,Winehouse44,44,11/19/2015,91.4,2,6,normal,Z:\Users\MCampbell\Analysis\Winehouse\OF\databaseFiles\Winehouse\OF\1119_5+_4+_3,3.052,0.2576,10.429,1.276,0.663,0.364,0.171,93.69,-0.337,27.28,27.28,31.27,31.27,43.5,43.5
Winehouse,Winehouse47,47,11/20/2015,70,1,1,normal,Z:\Users\MCampbell\Analysis\Winehouse\OF\databaseFiles\Winehouse\OF\1120_1,1.858,-0.4218,12.691,0.41,0.723,0.533,0.179,96.3,0.515,49.12,49.12,50.79,50.79,56.44,56.44
Winehouse,Winehouse48,48,11/20/2015,70,2,1,normal,Z:\Users\MCampbell\Analysis\Winehouse\OF\databaseFiles\Winehouse\OF\1120_1,3.33,-0.4274,12.195,1.82,0.923,0.564,0.208,96.3,-0.167,22.34,22.34,38.25,38.25,48.09,48.09
Winehouse,Winehouse49,49,11/20/2015,70,2,2,normal,Z:\Users\MCampbell\Analysis\Winehouse\OF\databaseFiles\Winehouse\OF\1120_1,1.931,-0.084,15.101,1.345,0.999,0.897,0.19,96.3,-0.056,29.02,29.02,40.84,40.84,54.08,54.08
Winehouse,Winehouse51,51,11/20/2015,70,2,4,normal,Z:\Users\MCampbell\Analysis\Winehouse\OF\databaseFiles\Winehouse\OF\1120_1,3.651,-0.0005,12.195,1.882,0.996,0.653,0.097,96.3,-0.427,33.7,33.7,38.43,38.43,42.46,42.46
Winehouse,Winehouse48,48,11/21/2015,70,2,1,noobject1,Z:\Users\MCampbell\Analysis\Winehouse\OF\databaseFiles\Winehouse\OF\1121_noobject1_smallbox_2+_1,1.468,-0.1206,11.054,1.002,0.535,0.317,0.199,98.21,-0.013,25.65,25.65,30.29,30.29,35.68,35.68
Winehouse,Winehouse49,49,11/21/2015,70,2,2,noobject1,Z:\Users\MCampbell\Analysis\Winehouse\OF\databaseFiles\Winehouse\OF\1121_noobject1_smallbox_2+_1,2.491,-0.2237,12.508,1.626,0.637,0.557,0.227,98.21,-0.392,36.35,36.35,45.37,45.37,59.72,59.72
Winehouse,Winehouse53,53,11/21/2015,70,2,3,noobject1,Z:\Users\MCampbell\Analysis\Winehouse\OF\databaseFiles\Winehouse\OF\1121_noobject1_smallbox_2+_1,1.976,0.4686,11.054,1.114,0.643,0.574,0.139,98.21,-0.637,37.61,37.61,39.43,39.43,45.18,45.18
Winehouse,Winehouse48,48,11/21/2015,70,2,1,object,Z:\Users\MCampbell\Analysis\Winehouse\OF\databaseFiles\Winehouse\OF\1121_object_smallbox_1,1.542,-0.0025,10.742,0.956,0.82,0.412,0.176,98.6,-1,37.62,37.62,39.61,39.61,47.98,47.98
Winehouse,Winehouse49,49,11/21/2015,70,2,2,object,Z:\Users\MCampbell\Analysis\Winehouse\OF\databaseFiles\Winehouse\OF\1121_object_smallbox_1,3.227,0.2725,10.742,2.124,1.033,0.842,0.093,98.6,-0.364,23.79,23.79,29.66,29.66,35.29,35.29
Winehouse,Winehouse53,53,11/21/2015,70,2,3,object,Z:\Users\MCampbell\Analysis\Winehouse\OF\databaseFiles\Winehouse\OF\1121_object_smallbox_1,2.049,-0.0356,11.367,1.209,0.858,0.556,0.139,98.6,-0.956,33.14,33.14,38.1,38.1,38.74,38.74
Winehouse,Winehouse48,48,11/21/2015,70,2,1,noobject2,Z:\Users\MCampbell\Analysis\Winehouse\OF\databaseFiles\Winehouse\OF\1121_noobject2_smallbox_1,1.347,0.1112,11.883,1.124,0.597,0.44,0.169,98.85,-0.47,32.26,32.26,33.52,33.52,45.73,45.73
Winehouse,Winehouse49,49,11/21/2015,70,2,2,noobject2,Z:\Users\MCampbell\Analysis\Winehouse\OF\databaseFiles\Winehouse\OF\1121_noobject2_smallbox_1,2.998,0.048,11.054,2.089,1.043,0.755,0.268,98.85,-0.295,33.33,33.33,38.07,38.07,47.91,47.91
Winehouse,Winehouse53,53,11/21/2015,70,2,3,noobject2,Z:\Users\MCampbell\Analysis\Winehouse\OF\databaseFiles\Winehouse\OF\1121_noobject2_smallbox_1,2.038,-0.1333,12.508,1.887,0.946,0.784,0.245,98.85,-0.436,33.02,33.02,42.54,42.54,49.97,49.97
Winehouse,Winehouse54,54,11/21/2015,70,2,4,noobject2,Z:\Users\MCampbell\Analysis\Winehouse\OF\databaseFiles\Winehouse\OF\1121_noobject2_smallbox_1,0.964,0.201,12.508,0.583,0.768,0.415,0.213,98.85,-0.2,33.81,33.81,35.16,35.16,37.69,37.69
Winehouse,Winehouse55,55,11/21/2015,70,2,5,noobject2,Z:\Users\MCampbell\Analysis\Winehouse\OF\databaseFiles\Winehouse\OF\1121_noobject2_smallbox_1,4.491,-0.3571,13.206,1.493,0.846,0.703,0.091,98.85,-0.179,38.3,38.3,39.77,39.77,52.1,52.1
Winehouse,Winehouse57,57,11/24/2015,70,2,1,normal,Z:\Users\MCampbell\Analysis\Winehouse\OF\databaseFiles\Winehouse\OF\1124_smallbox_4+_3+_2+_1,6.337,-0.3523,15.285,0.649,0.57,0.326,0.002,94.95,0.517,34.27,34.27,37.2,37.2,42.66,42.66
Winehouse,Winehouse58,58,11/20/2015,70,1,7,normal,Z:\Users\MCampbell\Analysis\Winehouse\OF\databaseFiles\Winehouse\OF\1120_1,10.244,-0.825,18.191,0.503,0.937,0.652,0.109,96.3,0.492,42.23,42.23,47.3,47.3,65.68,65.68
Winehouse,Winehouse59,59,11/13/2015,91.4,1,8,normal,Z:\Users\MCampbell\Analysis\Winehouse\OF\databaseFiles\Winehouse\OF\1113_5+_4+_3+_2,12.282,-0.2475,18.135,0.15,0.212,0.25,0.004,92.94,0.464,31.83,31.83,56.81,56.81,68.31,68.31
Daenerys,Daenerys7,7,02/03/2016,91.4,2,1,normal,Z:\Users\MCampbell\Analysis\Daenerys\OF\databaseFiles\Daenerys\OF\0203_4+_3+_2+_1,2.903,-0.1992,11.054,0.202,0.152,-0.047,0.099,52.25,0.525,22.86,22.86,25.38,25.38,39.45,39.45
Daenerys,Daenerys10,10,02/04/2016,91.4,1,1,normal,Z:\Users\MCampbell\Analysis\Daenerys\OF\databaseFiles\Daenerys\OF\0204_8+_7+_6+_5,2.02,0.0651,10.742,0.132,0.15,-0.048,0.08,59.01,0.49,36.18,36.18,42.17,42.17,50.26,50.26
Daenerys,Daenerys11,11,02/04/2016,91.4,1,2,normal,Z:\Users\MCampbell\Analysis\Daenerys\OF\databaseFiles\Daenerys\OF\0204_8+_7+_6+_5,14.543,-0.1537,11.883,0.405,0.427,0.249,0.003,59.01,0.492,27.56,27.56,36.25,36.25,49.91,49.91
Daenerys,Daenerys13,13,02/04/2016,91.4,1,3,normal,Z:\Users\MCampbell\Analysis\Daenerys\OF\databaseFiles\Daenerys\OF\0204_8+_7+_6+_5,1.729,-0.2092,14.401,0.781,0.538,0.18,0.153,59.01,0.275,29.87,29.87,53.41,53.41,53.67,53.67
Daenerys,Daenerys14,14,02/04/2016,91.4,1,4,normal,Z:\Users\MCampbell\Analysis\Daenerys\OF\databaseFiles\Daenerys\OF\0204_8+_7+_6+_5,1.605,0.0556,10.429,0.489,0.209,0.228,0.831,59.01,-0.344,30.52,30.52,37,37,43.77,43.77
Daenerys,Daenerys15,15,02/04/2016,91.4,1,5,normal,Z:\Users\MCampbell\Analysis\Daenerys\OF\databaseFiles\Daenerys\OF\0204_8+_7+_6+_5,5.312,0.0463,10.742,0.211,0.224,0.163,0.056,59.01,0.487,23.45,23.45,29.73,29.73,36.21,36.21
Daenerys,Daenerys20,20,02/11/2016,91.4,1,1,normal,Z:\Users\MCampbell\Analysis\Daenerys\OF\databaseFiles\Daenerys\OF\0211_5+_4+_3+_2+_1,0.971,-0.2084,15.597,0.105,0.202,0.154,0.091,96.85,0.583,31.03,31.03,46.59,46.59,54.67,54.67
Daenerys,Daenerys21,21,02/11/2016,91.4,2,1,normal,Z:\Users\MCampbell\Analysis\Daenerys\OF\databaseFiles\Daenerys\OF\0211_5+_4+_3+_2+_1,4.434,-0.0652,15.358,0.28,0.402,0.199,0.08,96.85,0.471,45.68,45.68,51.26,51.26,52.64,52.64
Daenerys,Daenerys23,23,02/11/2016,91.4,2,3,normal,Z:\Users\MCampbell\Analysis\Daenerys\OF\databaseFiles\Daenerys\OF\0211_5+_4+_3+_2+_1,1.62,-0.1051,11.496,0.176,0.327,-0.03,0.027,96.85,0.277,30.97,30.97,47.49,47.49,52.7,52.7
Daenerys,Daenerys24,24,02/12/2016,91.4,1,1,normal,Z:\Users\MCampbell\Analysis\Daenerys\OF\databaseFiles\Daenerys\OF\0212_2+_1,1.494,0.4784,10.742,0.093,0.059,0.056,0.08,89.41,0.494,17.74,17.74,22.69,22.69,25.77,25.77
Daenerys,Daenerys25,25,02/13/2016,91.4,1,3,normal,Z:\Users\MCampbell\Analysis\Daenerys\OF\databaseFiles\Daenerys\OF\0213_4+_3+_2+_1,0.582,0.2826,9.987,0.315,0.51,0.094,0.038,97.07,-0.282,25.25,25.25,26.84,26.84,34.09,34.09
Daenerys,Daenerys25,25,02/14/2016,91.4,1,3,normal,Z:\Users\MCampbell\Analysis\Daenerys\OF\databaseFiles\Daenerys\OF\0214_5+_4+_3,1.369,0.3667,10.429,0.694,0.688,0.447,0.233,95.12,-0.24,30.18,30.18,34.58,34.58,46.51,46.51
Daenerys,Daenerys29,29,02/14/2016,91.4,2,3,normal,Z:\Users\MCampbell\Analysis\Daenerys\OF\databaseFiles\Daenerys\OF\0214_5+_4+_3,0.135,-0.4604,12.637,0.153,0.354,NaN,0.753,95.12,-1,27.4,27.4,46.23,46.23,62.14,62.14
Daenerys,Daenerys25,25,02/15/2016,91.4,1,3,noobject1,Z:\Users\MCampbell\Analysis\Daenerys\OF\databaseFiles\Daenerys\OF\0215_4,1.27,0.6837,9.987,0.802,0.6,0.233,0.032,93.32,-0.041,26.26,26.26,26.68,26.68,31.41,31.41
Daenerys,Daenerys35,35,02/15/2016,91.4,1,5,noobject1,Z:\Users\MCampbell\Analysis\Daenerys\OF\databaseFiles\Daenerys\OF\0215_4,0.334,-0.1037,9.545,0.035,0.009,-0.04,0.045,93.32,0.512,27.23,27.23,29.8,29.8,37.22,37.22
Daenerys,Daenerys36,36,02/15/2016,91.4,1,6,noobject1,Z:\Users\MCampbell\Analysis\Daenerys\OF\databaseFiles\Daenerys\OF\0215_4,26.123,0.365,19.202,1.038,0.425,0.071,0.021,93.32,0.544,39.41,39.41,44.33,44.33,46.15,46.15
Daenerys,Daenerys29,29,02/15/2016,91.4,2,3,noobject1,Z:\Users\MCampbell\Analysis\Daenerys\OF\databaseFiles\Daenerys\OF\0215_4,0.896,0.0049,18.483,0.424,0.469,0.437,0.652,93.32,-1,47.64,47.64,49.12,49.12,56.37,56.37
Daenerys,Daenerys34,34,02/15/2016,91.4,2,4,noobject1,Z:\Users\MCampbell\Analysis\Daenerys\OF\databaseFiles\Daenerys\OF\0215_4,5.438,-0.2797,23.963,0.808,0.489,0.487,0.128,93.32,0.56,73.03,73.03,73.98,73.98,78.8,78.8
Daenerys,Daenerys38,38,02/15/2016,91.4,2,6,noobject1,Z:\Users\MCampbell\Analysis\Daenerys\OF\databaseFiles\Daenerys\OF\0215_4,12.042,-0.392,23.691,0.556,0.261,0.278,0.051,93.32,0.594,34.92,34.92,41.51,41.51,57.82,57.82
Daenerys,Daenerys39,39,02/15/2016,91.4,2,7,noobject1,Z:\Users\MCampbell\Analysis\Daenerys\OF\databaseFiles\Daenerys\OF\0215_4,9.646,-0.2921,18.394,1.081,0.543,0.378,0.027,93.32,0.497,45.96,45.96,61.72,61.72,65.91,65.91
Daenerys,Daenerys25,25,02/15/2016,91.4,1,3,object,Z:\Users\MCampbell\Analysis\Daenerys\OF\databaseFiles\Daenerys\OF\0215_object_1,2.54,0.9096,10.742,1.308,0.963,0.612,0.134,96.4,-0.455,27.85,27.85,27.86,27.86,30.87,30.87
Daenerys,Daenerys35,35,02/15/2016,91.4,1,5,object,Z:\Users\MCampbell\Analysis\Daenerys\OF\databaseFiles\Daenerys\OF\0215_object_1,0.893,-0.3378,14.66,0.06,0.226,0.114,0.051,96.4,0.423,43.95,43.95,44.76,44.76,61.13,61.13
Daenerys,Daenerys36,36,02/15/2016,91.4,1,6,object,Z:\Users\MCampbell\Analysis\Daenerys\OF\databaseFiles\Daenerys\OF\0215_object_1,68.498,-0.0861,16.166,0.825,0.34,0.32,0.014,96.4,0.495,43.69,43.69,54.27,54.27,59.34,59.34
Daenerys,Daenerys37,37,02/15/2016,91.4,1,7,object,Z:\Users\MCampbell\Analysis\Daenerys\OF\databaseFiles\Daenerys\OF\0215_object_1,1.917,-0.0474,21.687,0.812,0.66,NaN,0.024,96.4,0.527,45.06,45.06,46.65,46.65,64.51,64.51
Daenerys,Daenerys29,29,02/15/2016,91.4,2,3,object,Z:\Users\MCampbell\Analysis\Daenerys\OF\databaseFiles\Daenerys\OF\0215_object_1,0.859,0.0796,22.604,0.397,0.521,0.495,0.566,96.4,-0.228,43.45,43.45,53.63,53.63,59.37,59.37
Daenerys,Daenerys34,34,02/15/2016,91.4,2,4,object,Z:\Users\MCampbell\Analysis\Daenerys\OF\databaseFiles\Daenerys\OF\0215_object_1,8.919,-0.2253,31.875,0.725,0.648,0.172,0.05,96.4,0.428,60.85,60.85,79.07,79.07,80.03,80.03
Daenerys,Daenerys38,38,02/15/2016,91.4,2,6,object,Z:\Users\MCampbell\Analysis\Daenerys\OF\databaseFiles\Daenerys\OF\0215_object_1,59.351,-0.2288,14.639,0.755,0.351,0.29,0.022,96.4,0.499,42.1,42.1,57.18,57.18,59.53,59.53
Daenerys,Daenerys39,39,02/15/2016,91.4,2,7,object,Z:\Users\MCampbell\Analysis\Daenerys\OF\databaseFiles\Daenerys\OF\0215_object_1,12.888,-0.2327,20.234,0.895,0.689,0.283,0.033,96.4,0.525,62.73,62.73,67.5,67.5,67.63,67.63
Daenerys,Daenerys25,25,02/15/2016,91.4,1,3,noobject2-tangled,Z:\Users\MCampbell\Analysis\Daenerys\OF\databaseFiles\Daenerys\OF\0215_noobject_2+_1,2.813,0.9232,10.742,0.803,0.708,0.385,0.123,97,0.097,23.75,23.75,26.39,26.39,29.32,29.32
Daenerys,Daenerys35,35,02/15/2016,91.4,1,5,noobject2-tangled,Z:\Users\MCampbell\Analysis\Daenerys\OF\databaseFiles\Daenerys\OF\0215_noobject_2+_1,1.168,0.4136,12.195,0.076,0.28,0.223,0.019,97,0.485,37.49,37.49,45.34,45.34,50.53,50.53
Daenerys,Daenerys36,36,02/15/2016,91.4,1,6,noobject2-tangled,Z:\Users\MCampbell\Analysis\Daenerys\OF\databaseFiles\Daenerys\OF\0215_noobject_2+_1,18.488,0.2556,12.82,2.496,0.539,0.158,0.065,97,0.298,26.72,26.72,30.6,30.6,33.45,33.45
Daenerys,Daenerys37,37,02/15/2016,91.4,1,7,noobject2-tangled,Z:\Users\MCampbell\Analysis\Daenerys\OF\databaseFiles\Daenerys\OF\0215_noobject_2+_1,1.975,-0.5842,21.87,0.472,0.669,NaN,0.104,97,-1,42.78,42.78,44.97,44.97,61.55,61.55
Daenerys,Daenerys47,47,02/18/2016,91.4,2,4,noobject1,Z:\Users\MCampbell\Analysis\Daenerys\OF\databaseFiles\Daenerys\OF\0218_3,4.906,-0.4357,19.128,0.46,0.49,0.506,0.042,96.32,0.424,53.65,53.65,66.11,66.11,77.16,77.16
Daenerys,Daenerys47,47,02/18/2016,91.4,2,4,object,Z:\Users\MCampbell\Analysis\Daenerys\OF\databaseFiles\Daenerys\OF\0218_object_2+_1,6.202,-0.0952,22.495,0.772,0.717,0.539,0.084,96.32,0.155,54.51,54.51,67.26,67.26,68.6,68.6
Daenerys,Daenerys47,47,02/18/2016,91.4,2,4,noobject2-tangled,Z:\Users\MCampbell\Analysis\Daenerys\OF\databaseFiles\Daenerys\OF\0218_noobject_2+_1,6.232,-0.503,21.667,0.556,0.574,0.432,0.059,96.47,0.376,35.97,35.97,57.99,57.99,70.26,70.26
Daenerys,Daenerys49,49,02/22/2016,91.4,1,2,normal,Z:\Users\MCampbell\Analysis\Daenerys\OF\databaseFiles\Daenerys\OF\0222_2+_1,4,-0.0693,11.054,0.24,0.233,0.212,0.072,89.71,0.47,35.24,35.24,49.15,49.15,50.71,50.71
Daenerys,Daenerys50,50,02/22/2016,91.4,1,3,normal,Z:\Users\MCampbell\Analysis\Daenerys\OF\databaseFiles\Daenerys\OF\0222_2+_1,1.424,-0.3827,27.866,0.728,0.366,0.505,0.946,89.71,0.403,45.71,45.71,46.47,46.47,51.99,51.99
Daenerys,Daenerys51,51,02/22/2016,91.4,2,1,normal,Z:\Users\MCampbell\Analysis\Daenerys\OF\databaseFiles\Daenerys\OF\0222_2+_1,1.218,-0.0479,14.918,0.564,0.315,0.259,0.928,89.71,-0.427,38.09,38.09,38.28,38.28,38.78,38.78
Daenerys,Daenerys52,52,02/23/2016,91.4,1,1,normal,Z:\Users\MCampbell\Analysis\Daenerys\OF\databaseFiles\Daenerys\OF\0223_3+_2+_1,1.789,-0.4791,17.749,0.656,0.522,0.434,0.463,94.59,0.387,46.9,46.9,53.44,53.44,66.4,66.4
Daenerys,Daenerys55,55,02/23/2016,91.4,1,2,normal,Z:\Users\MCampbell\Analysis\Daenerys\OF\databaseFiles\Daenerys\OF\0223_3+_2+_1,0.906,-0.5154,32.259,0.432,0.394,0.468,0.734,94.59,0.51,59.51,59.51,66.07,66.07,77.32,77.32
Daenerys,Daenerys53,53,02/23/2016,91.4,2,1,normal,Z:\Users\MCampbell\Analysis\Daenerys\OF\databaseFiles\Daenerys\OF\0223_3+_2+_1,1.122,0.4144,18.008,1.308,0.786,0.857,0.188,94.59,0.287,39.92,39.92,58.67,58.67,59.15,59.15
Daenerys,Daenerys54,54,02/23/2016,91.4,2,2,normal,Z:\Users\MCampbell\Analysis\Daenerys\OF\databaseFiles\Daenerys\OF\0223_3+_2+_1,0.555,0.1893,10.742,0.046,0.022,0.089,0.021,94.59,0.45,29.01,29.01,36.82,36.82,51.52,51.52
Daenerys,Daenerys60,60,03/09/2016,91.4,1,1,normal,Z:\Users\MCampbell\Analysis\Daenerys\OF\databaseFiles\Daenerys\OF\0309_2+_1,0.783,0.061,10.742,0.834,0.44,0.212,0.571,65.32,0.168,27.62,27.62,30.29,30.29,36.05,36.05
Daenerys,Daenerys65,65,03/18/2016,91.4,1,1,normal,Z:\Users\MCampbell\Analysis\Daenerys\OF\databaseFiles\Daenerys\OF\0318_4+_3+_2+_1,2.457,-0.1911,19.515,0.353,0.514,0.617,0.173,96.7,0.556,34.96,34.96,51.05,51.05,56.19,56.19
Daenerys,Daenerys66,66,03/18/2016,91.4,1,2,normal,Z:\Users\MCampbell\Analysis\Daenerys\OF\databaseFiles\Daenerys\OF\0318_4+_3+_2+_1,4.674,-0.1272,18.503,0.927,0.56,0.41,0.051,96.7,0.372,54.68,54.68,57.77,57.77,74.63,74.63
Daenerys,Daenerys67,67,03/18/2016,91.4,1,3,normal,Z:\Users\MCampbell\Analysis\Daenerys\OF\databaseFiles\Daenerys\OF\0318_4+_3+_2+_1,4.76,-0.0268,26.85,1.266,0.724,0.555,0.095,96.7,0.495,46.71,46.71,54.89,54.89,64.66,64.66
Daenerys,Daenerys68,68,03/18/2016,91.4,1,4,normal,Z:\Users\MCampbell\Analysis\Daenerys\OF\databaseFiles\Daenerys\OF\0318_4+_3+_2+_1,5.203,-0.5408,27.33,0.934,0.661,0.064,0.124,96.7,-0.566,52.22,52.22,84.23,84.23,96.63,96.63
Daenerys,Daenerys69,69,03/19/2016,91.4,1,1,noobject1,Z:\Users\MCampbell\Analysis\Daenerys\OF\databaseFiles\Daenerys\OF\0319_7+_6+_5+_4+_3+_2+_1,1.936,-0.562,21.776,1.101,0.66,0.53,0.249,96.47,0.295,44.27,44.27,51.35,51.35,59.51,59.51
Daenerys,Daenerys70,70,03/19/2016,91.4,1,2,noobject1,Z:\Users\MCampbell\Analysis\Daenerys\OF\databaseFiles\Daenerys\OF\0319_7+_6+_5+_4+_3+_2+_1,4.788,-0.0773,18.76,0.775,0.537,0.419,0.134,96.47,0.43,35.03,35.03,45.26,45.26,50.91,50.91
Daenerys,Daenerys71,71,03/19/2016,91.4,1,3,noobject1,Z:\Users\MCampbell\Analysis\Daenerys\OF\databaseFiles\Daenerys\OF\0319_7+_6+_5+_4+_3+_2+_1,6.274,-0.3481,41.951,2.515,0.891,0.826,0.283,96.47,0.623,64.43,64.43,80.15,80.15,87.68,87.68
Daenerys,Daenerys72,72,03/19/2016,91.4,1,4,noobject1,Z:\Users\MCampbell\Analysis\Daenerys\OF\databaseFiles\Daenerys\OF\0319_7+_6+_5+_4+_3+_2+_1,1.287,-0.3671,19.202,0.523,0.456,0.562,0.017,96.47,-0.098,53.58,53.58,70.59,70.59,78.8,78.8
Daenerys,Daenerys73,73,03/19/2016,91.4,1,5,noobject1,Z:\Users\MCampbell\Analysis\Daenerys\OF\databaseFiles\Daenerys\OF\0319_7+_6+_5+_4+_3+_2+_1,1.925,-0.2823,21.39,0.595,0.489,0.665,0.183,96.47,0.624,31.26,31.26,60.4,60.4,64.21,64.21
Daenerys,Daenerys69,69,03/19/2016,91.4,1,1,object,Z:\Users\MCampbell\Analysis\Daenerys\OF\databaseFiles\Daenerys\OF\0319_object_7+_6+_5+_4+_3+_2+_1,5.207,0.7538,19.332,2.531,1.187,0.853,0.132,96.92,-0.385,59.64,59.64,70.81,70.81,77.83,77.83
Daenerys,Daenerys70,70,03/19/2016,91.4,1,2,object,Z:\Users\MCampbell\Analysis\Daenerys\OF\databaseFiles\Daenerys\OF\0319_object_7+_6+_5+_4+_3+_2+_1,2.803,-0.0158,17.546,0.327,0.428,0.339,0.141,96.92,0.551,32.09,32.09,54.45,54.45,58.82,58.82
Daenerys,Daenerys71,71,03/19/2016,91.4,1,3,object,Z:\Users\MCampbell\Analysis\Daenerys\OF\databaseFiles\Daenerys\OF\0319_object_7+_6+_5+_4+_3+_2+_1,4.049,-0.4873,27.459,1.648,0.83,0.852,0.268,96.92,0.375,56.62,56.62,60.79,60.79,77.85,77.85
Daenerys,Daenerys72,72,03/19/2016,91.4,1,4,object,Z:\Users\MCampbell\Analysis\Daenerys\OF\databaseFiles\Daenerys\OF\0319_object_7+_6+_5+_4+_3+_2+_1,1.329,-0.1646,20.785,0.496,0.793,0.809,0.089,96.92,-0.061,50.47,50.47,54.21,54.21,55.35,55.35
Daenerys,Daenerys73,73,03/19/2016,91.4,1,5,object,Z:\Users\MCampbell\Analysis\Daenerys\OF\databaseFiles\Daenerys\OF\0319_object_7+_6+_5+_4+_3+_2+_1,2.597,-0.2099,19.128,0.464,0.601,0.59,0.077,96.92,0.459,52.79,52.79,63.48,63.48,79.15,79.15
Daenerys,Daenerys74,74,03/21/2016,91.4,1,1,normal,Z:\Users\MCampbell\Analysis\Daenerys\OF\databaseFiles\Daenerys\OF\0321_4+_3+_2+_1,1.483,-0.3425,17.805,0.538,0.709,0.689,0.133,96.92,0.576,32.49,32.49,37.65,37.65,57.29,57.29
Daenerys,Daenerys75,75,03/22/2016,91.4,1,1,normal,Z:\Users\MCampbell\Analysis\Daenerys\OF\databaseFiles\Daenerys\OF\0322_9+_8+_7+_6+_5+_4+_3+_2+_1,1.87,-0.4427,23.303,0.848,0.557,0.578,0.131,91.14,-0.252,52.86,52.86,72.18,72.18,77.06,77.06
Daenerys,Daenerys82,82,03/18/2016,91.4,2,1,normal,Z:\Users\MCampbell\Analysis\Daenerys\OF\databaseFiles\Daenerys\OF\0318_4+_3+_2+_1,1.576,-0.4452,17.05,0.272,0.446,0.527,0.144,96.7,0.819,34.97,34.97,40.17,40.17,68.49,68.49
