Mouse,UniqueID,CellNum,Date,BoxSize,Tetrode,Cluster,SessionType,Session_s_,Avg_RateWholeSession,GridnessCentreRemoved,RadiusCentreField,SpatialInformationRate_bits_sec_,SpatialCoherenceUnsmooth,SpatialStability_HalfAndHalf_,MeanVectorLengthForHeadDirection,Coverage___,BorderScore,GridPeakDistance1,GridPeakDistance2,GridPeakDistance3,GridPeakDistance4,GridPeakDistance5,GridPeakDistance6
LilKim,LilKim55,55,11/16/2015,91.4,2,2,noobject2,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1116_noobject_4+_3+_2+_1,0.94,-0.1545,17.566,1.078,0.426,0.671,0.397,93.17,0.254,43.13,43.13,54.94,54.94,62.71,62.71
LilKim,LilKim59,59,11/18/2015,91.4,1,1,normal,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1118_5+_4+_3+_2+_1,0.113,-0.0849,16.941,0.087,0.488,0.018,0.239,95.87,0.251,46.85,46.85,56.49,56.49,60.59,60.59
LilKim,LilKim60,60,11/18/2015,91.4,2,1,normal,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1118_5+_4+_3+_2+_1,3.264,-0.2527,33.29,0.752,0.631,0.399,0.154,95.87,0.562,46.75,46.75,49.29,49.29,50.44,50.44
LilKim,LilKim86,86,12/01/2015,70,1,1,noobject1,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1201_smallbox2_2,1.746,-0.4084,14.456,0.239,0.159,0.327,0.14,99.23,0.342,21.05,21.05,55.8,55.8,56.16,56.16
LilKim,LilKim89,89,12/01/2015,70,1,4,noobject1,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1201_smallbox2_2,14.635,-0.5289,15.414,0.33,0.336,0.201,0.026,99.23,0.481,31.18,31.18,37.51,37.51,39.14,39.14
LilKim,LilKim90,90,12/01/2015,70,1,5,noobject1,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1201_smallbox2_2,1.301,0.2555,14.843,0.126,0.143,0.275,0.034,99.23,0.487,31.35,31.35,35.01,35.01,38.75,38.75
LilKim,LilKim96,96,12/01/2015,70,1,6,noobject1,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1201_smallbox2_2,1.253,-0.4834,17.383,0.472,0.55,0.359,0.433,99.23,0.402,49.41,49.41,61.66,61.66,70.5,70.5
LilKim,LilKim91,91,12/01/2015,70,2,1,noobject1,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1201_smallbox2_2,2.093,-0.5642,18.191,1.68,0.526,0.684,0.282,99.23,-1,57.74,57.74,59.72,59.72,60.8,60.8
LilKim,LilKim92,92,12/01/2015,70,2,2,noobject1,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1201_smallbox2_2,2.456,-0.5846,21.428,1.015,0.43,0.589,0.169,99.23,0.292,38.12,38.12,56.78,56.78,60.86,60.86
LilKim,LilKim93,93,12/01/2015,70,2,3,noobject1,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1201_smallbox2_2,3.368,-0.3093,14.456,0.819,0.423,0.311,0.064,99.23,0.381,34.38,34.38,37.77,37.77,45.42,45.42
LilKim,LilKim97,97,12/01/2015,70,2,6,noobject1,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1201_smallbox2_2,1.472,-0.6111,19.073,0.766,0.636,0.541,0.199,99.23,0.444,48.41,48.41,63.43,63.43,66.86,66.86
LilKim,LilKim98,98,12/01/2015,70,2,7,noobject1,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1201_smallbox2_2,0.986,-0.5003,16.941,0.801,0.576,0.437,0.232,99.23,-0.445,42.96,42.96,47.01,47.01,49.95,49.95
LilKim,LilKim86,86,12/01/2015,70,1,1,object,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1201_smallbox2_object_2+_1,2.25,-0.4604,11.367,0.181,0.259,0.445,0.159,95.37,0.508,37.02,37.02,44.2,44.2,50.44,50.44
LilKim,LilKim89,89,12/01/2015,70,1,4,object,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1201_smallbox2_object_2+_1,16.463,-0.3349,11.367,0.646,0.578,0.527,0.023,95.37,0.493,42.03,42.03,55.67,55.67,57.64,57.64
LilKim,LilKim91,91,12/01/2015,70,2,1,object,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1201_smallbox2_object_2+_1,2.281,-0.424,16.738,1.008,0.716,0.638,0.138,95.37,-0.074,57.94,57.94,64.1,64.1,69.05,69.05
LilKim,LilKim92,92,12/01/2015,70,2,2,object,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1201_smallbox2_object_2+_1,2.138,-0.1254,13.702,1.229,0.595,0.448,0.211,95.37,-0.134,33.75,33.75,38.38,38.38,46.33,46.33
LilKim,LilKim97,97,12/01/2015,70,2,6,object,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1201_smallbox2_object_2+_1,2.017,-0.4458,15.983,1.086,0.85,0.722,0.058,95.37,0.107,34.64,34.64,46.88,46.88,48.53,48.53
LilKim,LilKim98,98,12/01/2015,70,2,7,object,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1201_smallbox2_object_2+_1,1.79,-0.3142,14.972,0.969,0.695,0.798,0.199,95.37,0.039,40.46,40.46,50.36,50.36,51.84,51.84
LilKim,LilKim99,99,12/01/2015,70,2,8,object,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1201_smallbox2_object_2+_1,1.76,0.0856,13.648,0.219,0.236,0.43,0.086,95.37,0.38,33.9,33.9,38.7,38.7,41.95,41.95
LilKim,LilKim86,86,12/01/2015,70,1,1,noobject2,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1201_smallbox2_noobject_1,2.041,-0.172,18.062,0.192,0.357,0.401,0.14,96.3,0.355,53.17,53.17,55.75,55.75,58.41,58.41
LilKim,LilKim89,89,12/01/2015,70,1,4,noobject2,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1201_smallbox2_noobject_1,14.246,-0.1994,11.496,0.413,0.528,0.414,0.021,96.3,0.483,38.43,38.43,42.81,42.81,51.58,51.58
LilKim,LilKim96,96,12/01/2015,70,1,6,noobject2,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1201_smallbox2_noobject_1,0.878,0.2289,10.742,0.431,0.489,0.499,0.233,96.3,-0.29,19.99,19.99,44.01,44.01,47.64,47.64
LilKim,LilKim91,91,12/01/2015,70,2,1,noobject2,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1201_smallbox2_noobject_1,1.23,-0.5237,17.878,1.012,0.586,0.456,0.202,96.3,-1,30.11,30.11,52.87,52.87,60.85,60.85
LilKim,LilKim92,92,12/01/2015,70,2,2,noobject2,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1201_smallbox2_noobject_1,1.784,-0.1228,14.144,0.841,0.501,0.523,0.152,96.3,-0.114,37.17,37.17,45.89,45.89,47.59,47.59
LilKim,LilKim97,97,12/01/2015,70,2,6,noobject2,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1201_smallbox2_noobject_1,1.061,-0.5905,17.566,0.555,0.44,0.528,0.138,96.3,0.498,42.5,42.5,50.5,50.5,56.75,56.75
LilKim,LilKim98,98,12/01/2015,70,2,7,noobject2,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1201_smallbox2_noobject_1,0.958,-0.093,19.037,0.391,0.365,-0.095,0.139,96.3,0.012,32.39,32.39,46.75,46.75,51.11,51.11
LilKim,LilKim99,99,12/01/2015,70,2,8,noobject2,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1201_smallbox2_noobject_1,1.998,-0.0071,21.354,0.262,0.408,0.49,0.046,96.3,0.287,33.71,33.71,42.73,42.73,48.6,48.6
LilKim,LilKim102,102,12/02/2015,70,1,3,noobject1,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1202_smallbox_2,1.93,-0.2211,20.948,0.33,0.469,0.476,0.036,95.11,0.553,48.46,48.46,61.58,61.58,62.12,62.12
LilKim,LilKim109,109,12/02/2015,70,1,5,noobject1,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1202_smallbox_2,1.491,-0.4913,17.749,0.614,0.623,0.266,0.257,95.11,-0.057,41.29,41.29,52.84,52.84,60.85,60.85
LilKim,LilKim110,110,12/02/2015,70,2,6,noobject1,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1202_smallbox_2,2.261,-0.027,14.035,0.486,0.34,0.049,0.199,95.11,0.402,34.29,34.29,48.89,48.89,53.54,53.54
LilKim,LilKim111,111,12/02/2015,70,2,7,noobject1,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1202_smallbox_2,4.053,-0.5822,24.776,0.901,0.594,0.558,0.235,95.11,0.181,27.11,27.11,46.19,46.19,51.51,51.51
LilKim,LilKim112,112,12/02/2015,70,2,8,noobject1,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1202_smallbox_2,1.556,-0.1949,11.883,0.374,0.438,0.12,0.183,95.11,-0.608,35.01,35.01,36.37,36.37,39.98,39.98
LilKim,LilKim113,113,12/02/2015,70,2,9,noobject1,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1202_smallbox_2,2.173,-0.347,23.562,1.605,0.789,0.613,0.202,95.11,-0.456,46.32,46.32,46.87,46.87,55.89,55.89
LilKim,LilKim114,114,12/02/2015,70,2,10,noobject1,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1202_smallbox_2,2.601,-0.6269,15.597,1.121,0.574,0.383,0.053,95.11,0.491,30.9,30.9,40.45,40.45,45.32,45.32
LilKim,LilKim102,102,12/02/2015,70,1,3,object,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1202_smallbox_object_1,0.808,-0.6614,15.046,0.115,0.128,0.121,0.112,93.78,0.048,30.28,30.28,34.71,34.71,51.33,51.33
LilKim,LilKim115,115,12/03/2015,91.4,1,1,normal,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1203_6+_5+_4,0.517,-0.4705,15.8,0.344,0.44,NaN,0.113,94.01,-0.255,27.84,27.84,49.83,49.83,59.69,59.69
LilKim,LilKim116,116,12/03/2015,91.4,1,2,normal,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1203_6+_5+_4,1.502,0.2396,17.253,0.566,0.436,0.155,0.098,94.01,-0.419,53.94,53.94,60.25,60.25,60.4,60.4
LilKim,LilKim117,117,12/03/2015,91.4,2,1,normal,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1203_6+_5+_4,3.488,0.8368,24.886,1.224,0.461,0.363,0.136,94.01,0.363,64.54,64.54,66.28,66.28,67.8,67.8
LilKim,LilKim118,118,12/03/2015,91.4,2,2,normal,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1203_6+_5+_4,1.213,-0.337,17.437,0.64,0.375,0.123,0.164,94.01,0.281,44.93,44.93,53.2,53.2,55.27,55.27
LilKim,LilKim119,119,12/03/2015,91.4,2,3,normal,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1203_6+_5+_4,3.299,0.0272,13.389,0.38,0.351,0.203,0.098,94.01,0.431,41.77,41.77,42.06,42.06,61.48,61.48
LilKim,LilKim120,120,12/03/2015,91.4,2,4,normal,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1203_6+_5+_4,0.835,-0.0693,18.117,0.402,0.507,0.494,0.016,94.01,-0.71,34.54,34.54,41.95,41.95,53.37,53.37
LilKim,LilKim121,121,12/03/2015,91.4,2,5,normal,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1203_6+_5+_4,19.042,-0.4085,16.296,0.576,0.389,0.348,0.074,94.01,0.464,51.85,51.85,54.21,54.21,64.61,64.61
LilKim,LilKim122,122,12/03/2015,91.4,2,6,normal,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1203_6+_5+_4,2.397,-0.5754,24.022,0.49,0.339,0.441,0.078,94.01,0.627,41.58,41.58,78.12,78.12,80.15,80.15
LilKim,LilKim124,124,12/04/2015,91.4,1,1,normal,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1204_6+_5+_4,0.73,-0.3525,13.961,0.218,0.409,-0.066,0.094,90.09,0.196,28.98,28.98,44.71,44.71,45.38,45.38
LilKim,LilKim117,117,12/04/2015,91.4,2,1,normal,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1204_6+_5+_4,0.693,-0.1713,20.14,0.567,0.519,0.452,0.206,90.09,-0.047,45.97,45.97,51.9,51.9,56.45,56.45
LilKim,LilKim125,125,12/04/2015,91.4,2,2,normal,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1204_6+_5+_4,1.26,-0.2719,14.144,0.211,0.304,-0.074,0.13,90.09,0.305,53.8,53.8,55.11,55.11,56.25,56.25
LilKim,LilKim119,119,12/04/2015,91.4,2,3,normal,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1204_6+_5+_4,0.672,-0.1791,14.66,0.275,0.353,0.127,0.128,90.09,0.397,38.44,38.44,43.15,43.15,50.77,50.77
LilKim,LilKim126,126,12/04/2015,91.4,2,4,normal,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1204_6+_5+_4,0.231,-0.1332,11.054,0.092,0.48,0.007,0.368,90.09,-0.434,47.03,47.03,47.14,47.14,48.94,48.94
LilKim,LilKim127,127,12/04/2015,91.4,2,5,normal,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1204_6+_5+_4,0.971,-0.3669,17.253,0.5,0.409,0.199,0.094,90.09,-0.227,35.83,35.83,37.13,37.13,49.1,49.1
LilKim,LilKim130,130,12/05/2015,91.4,1,1,normal,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1205_6+_5+_4+_3+_2+_1,2.406,-0.2659,20.472,1.481,0.506,0.251,0.051,89.48,-0.36,42.51,42.51,61.68,61.68,62.13,62.13
LilKim,LilKim138,138,12/05/2015,91.4,1,3,normal,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1205_6+_5+_4+_3+_2+_1,0.849,-0.1931,13.519,0.17,0.083,0.203,0.195,89.48,0.187,36.86,36.86,62.98,62.98,69.33,69.33
LilKim,LilKim139,139,12/05/2015,91.4,1,4,normal,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1205_6+_5+_4+_3+_2+_1,0.151,-0.2213,14.218,0.14,0.312,NaN,0.25,89.48,0.51,22.02,22.02,42.9,42.9,53.03,53.03
LilKim,LilKim132,132,12/05/2015,91.4,2,1,normal,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1205_6+_5+_4+_3+_2+_1,1.629,0.4393,11.679,0.281,0.299,0.271,0.215,89.48,-0.044,41.15,41.15,55.07,55.07,55.71,55.71
LilKim,LilKim133,133,12/05/2015,91.4,2,2,normal,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1205_6+_5+_4+_3+_2+_1,0.879,0.4564,22.66,0.518,0.341,0.219,0.285,89.48,-0.199,62.09,62.09,64.5,64.5,71.73,71.73
LilKim,LilKim134,134,12/05/2015,91.4,2,3,normal,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1205_6+_5+_4+_3+_2+_1,5.566,-0.0086,18.577,2.476,0.653,0.636,0.152,89.48,-0.137,54.51,54.51,55.07,55.07,77.58,77.58
LilKim,LilKim135,135,12/05/2015,91.4,2,4,normal,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1205_6+_5+_4+_3+_2+_1,1.65,-0.1318,15.874,0.171,0.24,0.165,0.022,89.48,0.481,52.48,52.48,57.94,57.94,62.65,62.65
LilKim,LilKim136,136,12/05/2015,91.4,2,5,normal,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1205_6+_5+_4+_3+_2+_1,0.309,-0.4256,22.109,0.395,0.508,0.34,0.575,89.48,0.195,49.26,49.26,80.35,80.35,82.87,82.87
LilKim,LilKim137,137,12/05/2015,91.4,2,6,normal,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1205_6+_5+_4+_3+_2+_1,1.261,-0.3115,18.135,0.251,0.223,0.266,0.09,89.48,-0.214,56.16,56.16,56.6,56.6,63.24,63.24
LilKim,LilKim141,141,12/07/2015,91.4,1,1,normal,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1207_2+_1,0.299,-0.2276,14.07,0.313,0.498,0.12,0.453,98.69,-0.198,55.27,55.27,56.4,56.4,65.96,65.96
LilKim,LilKim142,142,12/07/2015,91.4,1,2,normal,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1207_2+_1,0.389,-0.3314,18.008,0.355,0.288,0.279,0.335,98.69,-1,45.16,45.16,58.1,58.1,73.29,73.29
LilKim,LilKim143,143,12/07/2015,91.4,2,4,normal,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1207_2+_1,1.192,-0.0606,19.881,0.363,0.274,0.398,0.237,98.69,0.461,31.03,31.03,47.77,47.77,54.84,54.84
LilKim,LilKim144,144,12/07/2015,91.4,2,5,normal,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1207_2+_1,1.203,-0.4925,19.718,0.665,0.514,0.424,0.112,98.69,-0.161,44.91,44.91,86.29,86.29,96,96
LilKim,LilKim145,145,12/08/2015,91.4,1,1,normal,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1208_2,8.656,-0.3677,18.374,3.622,0.691,0.44,0.258,92.94,0.057,33.69,33.69,52.7,52.7,56.2,56.2
LilKim,LilKim146,146,12/08/2015,91.4,1,2,normal,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1208_2,0.437,-0.3295,13.831,0.394,0.44,-0.019,0.05,92.94,-0.203,22.37,22.37,40,40,46.29,46.29
LilKim,LilKim147,147,12/08/2015,91.4,1,3,normal,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1208_2,0.08,-0.058,9.675,0.076,0.579,NaN,0.504,92.94,-1,36.06,36.06,44.32,44.32,70.72,70.72
LilKim,LilKim148,148,12/08/2015,91.4,2,1,normal,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1208_2,1.704,0.0131,13.961,1.049,0.501,0.263,0.181,92.94,-0.173,29.45,29.45,40.51,40.51,47.63,47.63
LilKim,LilKim149,149,12/08/2015,91.4,2,2,normal,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1208_2,1.455,-0.1237,21.796,1.13,0.479,0.344,0.282,92.94,-0.684,58.17,58.17,77.23,77.23,79.8,79.8
LilKim,LilKim150,150,12/08/2015,91.4,2,3,normal,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1208_2,1.496,-0.307,19.22,0.868,0.377,0.374,0.133,92.94,-0.059,34.74,34.74,52.11,52.11,55.21,55.21
LilKim,LilKim151,151,12/09/2015,91.4,1,1,normal,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1209_2,1.207,-0.3753,16.682,0.734,0.481,0.337,0.256,94.52,-0.434,37.15,37.15,40.12,40.12,40.9,40.9
LilKim,LilKim152,152,12/09/2015,91.4,1,2,normal,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1209_2,0.592,-0.4722,16.37,0.353,0.31,0.474,0.271,94.52,-1,48.22,48.22,53.88,53.88,64.38,64.38
LilKim,LilKim153,153,12/09/2015,91.4,1,3,normal,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1209_2,0.287,-0.3936,16.057,0.169,0.259,0.069,0.448,94.52,-0.097,28.99,28.99,47.3,47.3,51.63,51.63
LilKim,LilKim154,154,12/09/2015,91.4,1,4,normal,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1209_2,19.522,0.1609,14.476,1.979,0.42,0.242,0.078,94.52,0.52,45.49,45.49,48.13,48.13,57.88,57.88
LilKim,LilKim155,155,12/09/2015,91.4,1,5,normal,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1209_2,3.38,-0.4223,17.383,2.881,0.626,0.256,0.224,94.52,-0.059,34.09,34.09,67.19,67.19,68.67,68.67
LilKim,LilKim148,148,12/09/2015,91.4,2,1,normal,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1209_2,2.652,-0.2906,13.648,0.264,0.253,0.328,0.007,94.52,0.448,41.53,41.53,42.85,42.85,52.83,52.83
LilKim,LilKim156,156,12/09/2015,91.4,2,2,normal,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1209_2,0.98,-0.2272,15.854,0.415,0.518,0.484,0.407,94.52,0.601,27.13,27.13,33.39,33.39,46.72,46.72
LilKim,LilKim157,157,12/09/2015,91.4,2,3,normal,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1209_2,1.127,0.3437,10.742,0.107,0.211,-0.045,0.13,94.52,-0.325,25.18,25.18,45.96,45.96,59.87,59.87
LilKim,LilKim160,160,11/13/2015,91.4,1,7,noobject1,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1113_5,13.308,-0.2602,28.473,0.233,0.285,0.437,0.117,97.22,0.508,53.73,53.73,53.77,53.77,64.54,64.54
LilKim,LilKim161,161,11/10/2015,91.4,1,8,normal,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1110_5+_4+_3+_2+_1,3.416,-0.2808,11.054,0.218,0.284,0.113,0.122,84.51,0.546,27.57,27.57,41.62,41.62,47.76,47.76
LilKim,LilKim162,162,11/10/2015,91.4,2,1,normal,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1110_5+_4+_3+_2+_1,1.105,-0.4502,17.383,0.21,0.3,0.274,0.087,84.51,0.568,42.48,42.48,51.71,51.71,57.36,57.36
Kesha,Kesha1,1,11/06/2015,91.4,1,1,normal,Z:\Users\MCampbell\Analysis\Kesha\OF\databaseFiles\Kesha\OF\1106_3+_2+_1,2.992,-0.6308,16.738,0.261,0.258,0.17,0.045,90.84,0.504,25.07,25.07,37.62,37.62,43.52,43.52
Kesha,Kesha2,2,11/06/2015,91.4,1,2,normal,Z:\Users\MCampbell\Analysis\Kesha\OF\databaseFiles\Kesha\OF\1106_3+_2+_1,2.158,0.083,9.675,0.054,0.059,-0.039,0.02,90.84,0.473,22.95,22.95,28.16,28.16,33.07,33.07
Kesha,Kesha3,3,11/06/2015,91.4,1,3,normal,Z:\Users\MCampbell\Analysis\Kesha\OF\databaseFiles\Kesha\OF\1106_3+_2+_1,5.271,0.0161,10.612,0.066,0.167,0.099,0.032,90.84,0.488,21.66,21.66,30.4,30.4,30.81,30.81
Kesha,Kesha4,4,11/06/2015,91.4,2,1,normal,Z:\Users\MCampbell\Analysis\Kesha\OF\databaseFiles\Kesha\OF\1106_3+_2+_1,0.94,0.5392,10.742,0.171,0.262,0.117,0.095,90.84,0.265,21.51,21.51,36.49,36.49,40.12,40.12
Kesha,Kesha11,11,11/09/2015,91.4,1,1,normal,Z:\Users\MCampbell\Analysis\Kesha\OF\databaseFiles\Kesha\OF\1109_4+_3+_2+_1,17.257,-0.0526,17.566,0.123,0.063,0.119,0.037,89.56,0.484,54.04,54.04,54.91,54.91,63.62,63.62
Kesha,Kesha17,17,11/09/2015,91.4,1,3,normal,Z:\Users\MCampbell\Analysis\Kesha\OF\databaseFiles\Kesha\OF\1109_4+_3+_2+_1,7.196,0.1962,14.403,0.671,0.49,0.348,0.037,89.56,0.421,43.06,43.06,53.37,53.37,61.16,61.16
Kesha,Kesha13,13,11/09/2015,91.4,2,1,normal,Z:\Users\MCampbell\Analysis\Kesha\OF\databaseFiles\Kesha\OF\1109_4+_3+_2+_1,4.3,0.8201,23.397,0.174,0.216,0.28,0.041,89.56,0.499,47.1,47.1,50.31,50.31,65.65,65.65
Kesha,Kesha14,14,11/09/2015,91.4,2,2,normal,Z:\Users\MCampbell\Analysis\Kesha\OF\databaseFiles\Kesha\OF\1109_4+_3+_2+_1,1.109,-0.2364,9.233,0.069,0.124,0.052,0.165,89.56,0.5,24.71,24.71,35.86,35.86,47.62,47.62
Kesha,Kesha18,18,11/09/2015,91.4,2,5,normal,Z:\Users\MCampbell\Analysis\Kesha\OF\databaseFiles\Kesha\OF\1109_4+_3+_2+_1,0.307,-0.0374,10.742,0.045,0.059,0.07,0.207,89.56,0.387,31.67,31.67,37.57,37.57,37.85,37.85
Kesha,Kesha19,19,11/09/2015,91.4,2,6,normal,Z:\Users\MCampbell\Analysis\Kesha\OF\databaseFiles\Kesha\OF\1109_4+_3+_2+_1,4.006,-0.2348,25.511,0.33,0.244,0.109,0.137,89.56,0.452,65.01,65.01,66.47,66.47,70.62,70.62
Kesha,Kesha20,20,11/10/2015,91.4,1,1,normal,Z:\Users\MCampbell\Analysis\Kesha\OF\databaseFiles\Kesha\OF\1110_4+_3+_2+_1,0.838,-0.2931,11.367,0.157,0.171,0.258,0.247,85.02,0.467,39.56,39.56,39.72,39.72,59.43,59.43
Kesha,Kesha21,21,11/10/2015,91.4,1,2,normal,Z:\Users\MCampbell\Analysis\Kesha\OF\databaseFiles\Kesha\OF\1110_4+_3+_2+_1,6.391,-0.1498,9.233,0.098,0.11,0.064,0.06,85.02,0.48,27.96,27.96,36.12,36.12,42.38,42.38
Kesha,Kesha26,26,11/10/2015,91.4,1,3,normal,Z:\Users\MCampbell\Analysis\Kesha\OF\databaseFiles\Kesha\OF\1110_4+_3+_2+_1,2.198,-0.1906,17.381,0.266,0.32,-0.025,0.262,85.02,0.459,29.44,29.44,33.01,33.01,35.13,35.13
Kesha,Kesha27,27,11/10/2015,91.4,1,4,normal,Z:\Users\MCampbell\Analysis\Kesha\OF\databaseFiles\Kesha\OF\1110_4+_3+_2+_1,0.554,0.0551,13.463,0.09,0.121,0.304,0.131,85.02,0.741,33.14,33.14,47.81,47.81,48.43,48.43
Kesha,Kesha23,23,11/10/2015,91.4,2,2,normal,Z:\Users\MCampbell\Analysis\Kesha\OF\databaseFiles\Kesha\OF\1110_4+_3+_2+_1,1.03,-0.0481,12.691,0.215,0.264,0.094,0.527,85.02,0.196,37.19,37.19,56.71,56.71,61.44,61.44
